"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","instance-20260502-141653",,,,"User:","chetanmajjagi21_gmail_com"
"Cmdline:","dstat -tcmnd --tcp --output loadtest_metrics.csv 10",,,,"Date:","02 May 2026 19:35:05 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"tcp sockets",,,,
02-05 19:47:44,17.513,2.002,74.057,1.501,0.500,482068,1067620,40676,351396,212365.227,278300.906,284.218,184.142,10,57,1,5,0
02-05 19:47:54,42.468,1.998,52.960,0.500,0,484900,1061364,40684,354796,420363.466,526245.729,23.982,271.793,10,90,1,3,0
02-05 19:48:04,45.970,2.998,44.971,0.999,0.500,488388,1056612,40692,356036,611132.334,783758.006,39.974,2346.473,10,122,1,3,0
02-05 19:48:14,48.004,4.000,47.004,0,1.000,491008,1052832,40712,357128,622220.572,870204.328,0,72.006,10,158,1,2,0
02-05 19:48:24,50.998,2.500,41.499,0,0,493556,1049924,40736,357432,793044.114,1276198.561,0,103.997,10,189,1,1,0
02-05 19:48:34,50.525,3.502,43.022,0,1.001,498852,1044280,40748,357752,829379.209,1272275.537,0,140.071,10,223,1,1,0
02-05 19:48:44,50.491,3.499,40.993,0,0.500,502412,1040588,40764,357852,928551.170,1426426.863,0,151.973,10,259,0,1,0
02-05 19:48:54,13.489,1.998,46.962,0,0,506316,1036584,40780,357872,266976.138,502767.258,0,71.942,10,290,2,1,0
02-05 19:49:04,13.994,1.000,47.980,0,0,508448,1034568,40788,357732,140129.775,201581.680,0,19.992,10,325,1,1,0
02-05 19:49:14,14.499,1.500,47.495,0,0,513904,1028456,40796,358252,144258.219,168466.906,0,19.998,10,358,0,1,0
02-05 19:49:24,14.502,1.000,49.007,0.500,0,523304,1019260,40808,358004,299243.512,296611.138,124.018,80.011,10,391,2,1,0
02-05 19:49:34,12.501,2.000,48.506,0,0,523908,1018252,40816,358384,308299.804,441727.732,0,8.001,10,424,1,1,0
02-05 19:49:44,12.002,2.501,30.006,2.000,0,524572,1015476,40836,360460,262901.396,298332.727,1604.332,8.002,10,456,1,3,1
02-05 19:49:54,14.994,1.000,37.484,0,0,528320,1009872,40848,362288,287162.815,430451.846,0,27.988,10,484,2,24,0
02-05 19:50:04,13.994,1.499,47.480,0.500,0.500,529128,1008628,40856,362684,239997.641,222180.166,0,79.966,10,526,1,38,0
02-05 19:50:14,16.013,0,27.022,0,0,532880,1003852,40892,363512,258589.657,408968.161,0,24.020,10,555,3,56,0
02-05 19:50:24,14.066,0.502,48.728,0,0,536660,999568,40896,363980,147128.901,333878.587,12.057,12.057,10,590,2,76,0
02-05 19:50:34,13.493,1.499,37.479,0,0,540224,995536,40912,364400,286873.723,364501.165,0,3769.933,10,623,1,92,0
02-05 19:50:44,14.007,3.002,37.519,0,0.500,542816,992512,40944,364784,161191.717,255080.898,0,4.002,10,658,1,115,0
02-05 19:50:54,15.493,2.999,25.488,0,0,548888,985708,40956,365488,109866.365,155390.969,0,59.972,10,677,3,131,0
02-05 19:51:04,14.494,2.999,35.986,0,0,553508,979156,40960,367368,212482.752,253374.731,0,27.989,10,701,8,165,1
02-05 19:51:14,14.502,1.000,47.007,0,0,555376,975640,40968,368848,365505.731,367824.091,0,20.003,10,750,6,202,0
02-05 19:51:24,15.499,4.000,24.998,0,0,565072,964300,40980,370448,115709.681,247782.044,0,51.996,10,772,4,261,1
02-05 19:51:34,16.490,1.499,45.472,0,0,570228,955228,40992,374320,345418.762,466756.208,0,31.980,10,819,3,312,0
02-05 19:51:44,18.527,6.009,2.003,0,0.501,578672,942880,41004,378180,94677.269,354146.687,0,12.018,10,831,5,372,6
02-05 19:51:54,16.007,2.001,34.515,0,0,588560,928768,41020,382356,218278.456,130835.617,0,16.007,10,868,11,483,0
02-05 19:52:04,16.483,3.496,23.476,9.990,0,598732,916672,41028,384240,61026.707,238710.426,35.963,11.988,10,894,6,571,1
02-05 19:52:14,14.558,1.004,34.638,12.048,0,609400,902572,41040,387500,184754.369,261862.278,0,11919.442,10,957,2,596,0
02-05 19:52:24,16.016,4.004,24.525,0,0.501,618304,888716,41056,392420,80944.943,148049.046,0,612.613,10,958,10,623,19
02-05 19:52:34,14.993,0,46.978,0,0,619848,885444,41068,394120,110021.267,143834.675,0,67.969,10,1019,1,704,0
02-05 19:52:44,14.499,0.500,48.495,0,0,622912,878920,41084,398188,299228.158,20075.931,0,175.982,10,22,0,689,0
02-05 19:52:54,13.000,1.500,47.999,0,0,622272,877408,41100,400340,153455.389,59816.982,0,695.988,10,20,0,548,0
02-05 19:53:04,14.502,1.500,45.505,0.500,0,621080,877408,41116,401516,254289.467,40846.894,0,76.009,10,20,0,434,0
02-05 19:53:14,1.000,0,94.015,0,0.500,620596,877408,41124,402012,77258.566,131333.362,0,104.017,10,18,0,312,0
02-05 19:53:24,1.500,0,93.991,0,0,620504,877408,41132,402096,120048.230,226696.773,0,19.998,10,18,0,248,0
02-05 19:53:34,44.504,7.001,44.004,0,0,652292,780644,41144,467104,73707.364,123855.374,0,20.002,10,19,0,70,0
02-05 19:53:44,2.499,0.500,93.475,0,0.500,620916,809756,41188,469324,56851.989,58802.474,0,507.866,10,20,0,4,0
02-05 19:53:54,1.000,0,94.003,0,0,620716,809756,41196,469516,51754.912,53485.976,0,80.003,10,18,0,4,0
02-05 19:54:04,2.000,0,94.492,0,0,620580,809756,41208,469656,56274.052,106739.616,0,79.993,10,18,0,4,0
02-05 19:54:14,0.500,0,94.989,0,0,621116,809000,41208,469876,44212.105,42762.266,0,11.999,10,18,0,4,0
02-05 19:54:24,2.500,1.000,93.995,0,0,621084,809000,41220,469896,115761.413,163317.118,0,23.999,10,18,0,4,0
02-05 19:54:34,1.000,0,94.016,0,0,621344,809000,41232,469624,68685.345,121080.999,0,16.003,10,17,0,2,0
02-05 19:54:44,1.500,0,93.483,0,0,621484,809000,41248,469468,87842.464,141123.041,7.999,67.988,10,19,0,1,0
02-05 19:54:54,2.500,0,93.015,0,0,621372,809000,41260,469568,140975.136,239028.227,0,24.004,10,17,0,1,0
02-05 19:55:04,1.500,1.000,94.030,0,0,623144,806480,41276,470300,68509.668,119135.679,8.003,60.019,10,18,0,1,0
02-05 19:55:14,1.500,0,93.974,0,0.500,622968,806480,41316,470436,92180.692,143732.538,0,99.973,10,18,0,1,0


"Host:","instance-20260502-141653",,,,"User:","chetanmajjagi21_gmail_com"
"Cmdline:","dstat -tcmnd --tcp --output loadtest_metrics.csv 10",,,,"Date:","02 May 2026 19:56:47 UTC"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"tcp sockets",,,,
"time","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","used","free","buf","cach","net/total:recv","net/total:send","dsk/total:read","dsk/total:writ","lis","act","syn","tim","clo"
02-05 19:56:47,,554036,986196,30880,373032,,,10,32,1,3,0
02-05 19:56:57,38.505,0.500,59.507,0.500,0,580232,959772,30896,373244,826211.604,1453540.751,44.005,44.005,10,67,1,3,2
02-05 19:57:07,52.003,1.500,46.003,0.500,0,592572,946900,30924,373732,1516513.970,2207483.696,40.003,44.003,10,103,1,1,0
02-05 19:57:17,49.511,2.000,42.509,0,0.500,610748,927240,30936,375188,1398453.592,1869810.279,40.009,44.010,10,136,1,2,0
02-05 19:57:27,52.004,1.500,42.003,0.500,0,602704,935052,30952,375372,1545774.373,2520751.558,32.003,104.008,10,170,1,2,0
02-05 19:57:37,12.997,1.000,47.990,0,0,609380,927884,30968,375832,160756.970,415224.519,3.999,47.990,10,204,2,2,0
02-05 19:57:47,14.001,1.500,39.004,0.500,1.000,584128,952928,30988,375972,294164.013,324303.088,4.000,76.008,10,237,2,2,0
02-05 19:57:57,13.000,2.500,37.000,0,0,594556,942544,30996,375904,556709.784,597692.621,20.000,159.999,10,268,1,3,0
02-05 19:58:07,14.496,1.500,36.991,0,0,593900,941568,31012,377488,497290.137,658615.603,159.961,71.982,10,302,1,6,0
02-05 19:58:17,13.492,0.500,36.978,0.500,0,595104,939696,31032,378088,175973.878,560406.228,11.993,87.947,10,334,2,6,2
02-05 19:58:27,15.339,0.990,37.605,9.401,0,596352,938184,31036,378316,315197.199,471619.657,3.958,7.917,10,366,2,19,0
02-05 19:58:37,15.011,0.500,46.535,0,0,597832,935524,31048,379484,491010.723,315901.939,84.063,16.012,10,402,2,44,0
02-05 19:58:47,15.007,1.501,47.022,0,0,600920,931436,31064,380436,328601.969,515284.305,8.004,8.004,10,420,0,70,0
02-05 19:58:57,14.003,1.500,28.005,0,0,601584,930288,31072,380912,330694.123,434278.956,4.001,8.001,10,422,0,94,0


"Host:","instance-20260502-141653",,,,"User:","chetanmajjagi21_gmail_com"
"Cmdline:","dstat -tcmnd --tcp --output loadtest_metrics.csv 10",,,,"Date:","02 May 2026 20:25:21 UTC"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"tcp sockets",,,,
"time","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","used","free","buf","cach","net/total:recv","net/total:send","dsk/total:read","dsk/total:writ","lis","act","syn","tim","clo"
02-05 20:25:21,,518516,1037040,9980,387688,,,10,19,0,24,0
02-05 20:25:31,0.500,0,94.539,0,0.500,518736,1036816,9996,387676,6741.801,5741.385,0,8.003,10,18,0,17,0
02-05 20:25:41,7.002,0.500,88.020,0,0,518188,1033792,10008,391236,68555.213,73932.406,0,16.004,10,42,1,14,0
02-05 20:25:51,20.491,1.999,73.968,0,1.999,519508,1032532,10024,391160,147039.600,177755.357,0,7.997,10,77,1,10,0
02-05 20:26:01,47.001,2.500,45.001,0,4.000,528176,1023808,10040,391200,356284.937,488583.770,0,24.000,10,118,1,5,0
02-05 20:26:11,51.154,2.508,44.635,0,1.003,534908,1009244,10064,398976,433223.997,547518.549,0,32.097,10,154,1,3,0
02-05 20:26:21,48.494,1.500,44.495,0,1.000,535812,1008316,10080,398984,403481.203,465073.906,0,11.999,10,187,1,3,0
02-05 20:26:31,48.953,2.498,41.960,0,1.998,541032,1002892,10120,399100,806745.631,1176080.407,0,35.966,10,220,1,5,0
02-05 20:26:41,48.969,2.498,42.973,0,1.499,549980,994008,10136,399004,817178.499,1125650.640,0,23.985,10,254,1,4,0
02-05 20:26:51,47.546,3.503,46.545,0,2.502,555076,979488,10152,408380,605870.899,855168.391,0,104.101,10,292,1,4,0
02-05 20:27:01,13.499,0,38.497,0,0,557612,977000,10164,408288,228277.994,375079.415,0,239.981,10,322,2,4,0
02-05 20:27:11,14.997,1.500,38.493,0.500,0,559748,974732,10180,408340,245766.825,325753.797,0,211.960,10,357,1,4,0
02-05 20:27:21,13.499,1.500,47.495,0,0.500,561160,973472,10196,408140,261278.873,289839.908,0,135.986,10,388,1,3,0
02-05 20:27:31,14.502,1.000,37.506,0,0.500,564652,970220,10212,407868,254237.428,398164.182,0,88.013,10,421,2,4,0
02-05 20:27:41,14.509,0.500,38.025,0.500,0,570352,964256,10232,408096,318915.873,519335.880,4.003,136.088,10,432,1,19,1
02-05 20:27:51,13.986,0.999,46.952,0,1.498,570868,963780,10248,408040,244796.337,396511.225,0,71.927,10,435,0,24,0
02-05 20:28:01,13.509,1.001,48.532,0,1.001,544964,989668,10264,408040,264123.562,229976.736,0,44.029,10,428,0,32,2
02-05 20:28:11,13.502,1.000,38.507,0,0,553632,980552,10288,408400,309029.210,338044.394,0,60.011,10,429,2,75,2
02-05 20:28:21,14.509,0.500,47.528,0,0,554388,979628,10304,408552,194167.191,281336.456,0,52.031,10,428,2,107,1
02-05 20:28:31,12.503,1.000,48.010,0,0,556076,977556,10316,408924,312817.812,393900.130,0,40.009,10,426,2,134,5
02-05 20:28:41,15.007,1.000,37.517,0,0,557296,976160,10332,409084,264678.492,386425.075,0,168.074,10,432,0,137,1
02-05 20:28:51,13.993,0.500,38.982,0.500,0,558624,974564,10348,409336,164546.277,263590.493,0,143.932,10,432,1,150,0
02-05 20:29:01,14.010,1.001,38.028,0,0.500,559048,974116,10364,409344,310319.835,273664.569,0,752.560,9,403,0,184,10
02-05 20:29:11,13.993,1.000,37.981,0,0.500,560940,971848,10380,409704,396714.777,537190.941,0,67.966,9,145,0,383,10
02-05 20:29:21,1.500,0,93.521,0,0.500,446568,1086136,10388,410020,93763.708,89075.673,0,20.004,9,17,0,465,0
02-05 20:29:31,1.999,0,91.971,0,0.500,447364,1085128,10428,410192,126021.801,189486.557,0,19.994,9,18,0,411,0
02-05 20:29:41,2.998,0,96.421,0,0,448468,1083868,10444,410332,95924.694,136602.487,0,15.987,9,20,0,380,0
02-05 20:29:51,1.000,0,96.989,0,0.500,448552,1083868,10460,410232,53796.070,47202.797,0,7.999,9,20,0,340,0
02-05 20:30:01,0.500,0,96.449,0,0.999,448636,1083868,10476,410132,61151.428,56790.751,0,15.991,9,17,0,295,0
02-05 20:30:11,1.500,0,98.480,0,0,448872,1083628,10492,410120,63150.917,130822.898,0,99.979,9,19,0,111,0
02-05 20:30:21,0.500,0,98.986,0,0.500,448796,1083628,10508,410180,12560.197,11825.303,0,59.991,9,20,0,2,0
02-05 20:30:31,1.500,0,99.028,0,0,448760,1083376,10516,410460,34063.797,37630.822,0,8.002,9,20,0,2,0
02-05 20:30:41,2.000,1.000,96.510,0,0,449488,1082624,10532,410468,36445.752,33968.497,0,16.002,9,22,1,2,0
02-05 20:30:51,0.500,0,98.981,0,0,449504,1082624,10548,410436,19031.289,17124.661,0,11.998,9,19,0,5,0
02-05 20:31:01,0.500,0,98.543,0,0,453580,1078528,10564,410440,37079.286,37395.425,0,12.005,9,16,0,6,0
02-05 20:31:11,1.999,0.500,97.963,0,0,453336,1078528,10592,410656,47850.716,43736.288,0,19.992,9,18,0,7,0
02-05 20:31:21,0.500,0,98.989,0,0,453304,1078528,10608,410672,12354.567,11759.636,0,4.000,9,20,0,7,0
02-05 20:31:31,0.500,0,98.992,0,0,453288,1078528,10624,410672,31810.466,30785.547,0,7.999,9,19,0,8,0
02-05 20:31:41,1.000,0,98.467,0,0,453216,1078528,10640,410728,60290.905,58029.659,0,11.996,9,20,0,9,0
02-05 20:31:51,1.500,0,97.978,0,0.500,453008,1078528,10656,410920,67728.948,71134.191,0,23.995,9,17,0,7,0
02-05 20:32:01,1.000,0.500,98.543,0,0,452996,1078528,10668,410920,48599.027,48496.983,0,20.009,9,15,0,6,0
02-05 20:32:11,1.000,1.000,98.492,0,0,452544,1078528,10684,411356,51884.810,52273.779,0,599.952,9,16,0,7,0
02-05 20:32:21,0.500,0,98.952,0,0,452308,1078528,10692,411584,25098.719,27106.736,0,103.949,9,17,0,7,0
02-05 20:32:31,0.500,0.500,98.032,0,0,452300,1078528,10700,411584,39459.745,35625.507,0,8.003,9,18,0,7,0
02-05 20:32:41,1.500,0,97.485,0,0.500,452040,1078528,10716,411828,71926.052,67847.673,0,23.996,9,18,0,7,0
02-05 20:32:51,1.000,0,98.491,0,0,452028,1078528,10728,411828,40453.461,41483.371,0,15.999,9,18,0,6,0
02-05 20:33:01,1.000,0,98.488,0,0,452008,1078528,10744,411832,32865.918,28913.409,0,11.999,9,16,0,6,0
02-05 20:33:11,0.500,0.500,98.978,0,0,452284,1078024,10760,412044,23259.765,24985.377,0,299.932,9,17,0,7,0
02-05 20:33:21,0.500,0.500,97.968,0,0,452220,1078024,10776,412092,65517.594,67366.990,0,15.995,9,17,0,6,0
02-05 20:33:31,13.000,10.500,76.501,0,0.500,464852,1065424,10796,412104,36671.539,21966.323,0,4.000,9,23,0,6,0
02-05 20:33:41,1.500,0,98.004,0,0,436132,1094008,10820,412232,67544.041,64093.886,0,200.009,9,20,0,7,0
02-05 20:33:51,1.000,0,98.005,0,0,436160,1094008,10832,412192,71747.658,70255.582,0,32.002,9,19,0,7,0
02-05 20:34:01,0,0,99.501,0,0,436116,1094008,10872,412196,2929.028,4847.047,0,4.000,9,16,0,7,0
02-05 20:34:11,0,0,99.045,0.500,0,437040,1092788,10888,412476,6808.066,5683.559,0,84.038,9,17,0,6,0
02-05 20:34:21,1.000,1.000,98.522,0,0,437080,1092032,10896,413184,68636.162,69665.389,0,24.005,9,17,0,6,0
02-05 20:34:31,1.500,0,98.995,0,0,437320,1091780,10912,413180,27755.480,26164.567,0,8.000,9,18,0,6,0
02-05 20:34:41,1.500,0,97.486,0,0,437300,1091780,10928,413184,75808.811,72399.314,0,15.998,9,19,0,4,0
02-05 20:34:51,0.500,0,98.505,0.500,0,441384,1087684,10944,413180,27923.524,27499.501,4.000,8.000,9,18,0,4,0
02-05 20:35:01,1.500,0.500,97.983,0,0,441404,1087684,10960,413144,61102.627,61434.571,0,19.997,9,15,0,4,0
02-05 20:35:11,1.500,0,99.033,0,0,443796,1085192,10972,413232,23394.696,21856.190,0,16.005,9,18,0,5,0
02-05 20:35:21,1.000,0,98.481,0,0,443772,1085192,10988,413240,49369.300,51556.871,0,15.997,9,17,0,5,0
02-05 20:35:31,1.000,0.500,98.028,0,0,444512,1084436,11004,413240,28846.178,27689.850,0,8.002,9,18,0,6,0
02-05 20:35:41,0,0.500,98.518,0,0,444532,1084436,11020,413204,30948.799,33567.290,0,16.003,9,19,0,7,0
02-05 20:35:51,0,0,98.510,0,0,444516,1084436,11036,413204,20623.174,22946.419,4.000,40.004,9,18,0,7,0
02-05 20:36:01,1.500,0,97.978,0,0,444500,1084436,11052,413204,64302.740,66245.310,0,51.988,9,15,0,7,0
02-05 20:36:11,0.500,0,99.017,0,0,445152,1083680,11064,413296,7124.189,6697.118,0,4.001,9,17,0,6,0
02-05 20:36:21,1.500,1.000,96.515,0,0,449708,1079080,11080,413324,69064.416,64511.729,4.001,28.004,9,21,0,6,0
02-05 20:36:31,0.500,0,98.987,0,0,449688,1079080,11096,413328,31212.057,37600.250,0,15.998,9,22,0,5,0
02-05 20:36:41,0.500,0,99.011,0,0,449668,1079080,11112,413332,1801.195,3183.344,0,80.009,9,23,0,3,0
02-05 20:36:51,1.500,0,97.995,0,0.500,449880,1078856,11124,413332,49919.580,47182.713,0,23.999,9,19,0,6,0
02-05 20:37:01,1.000,0.500,99.013,0,0,449864,1078856,11140,413332,20177.696,17660.360,0,12.002,9,16,0,7,0
02-05 20:37:11,0.500,0,98.499,0,0,450020,1078604,11152,413416,18114.835,15361.860,0,12.000,9,17,0,7,0
02-05 20:37:21,0.500,0.500,99.017,0,0,450180,1078352,11168,413492,39922.017,39917.016,0,172.030,9,18,0,7,0
02-05 20:37:31,0.500,0,98.505,0,0,450164,1078352,11184,413492,63334.967,64404.017,0,12.001,9,17,0,7,0
02-05 20:37:41,0,0,99.001,0,0,450140,1078352,11200,413500,23120.138,21819.130,0,184.001,9,19,0,8,0
02-05 20:37:51,0.500,0,99.483,0,0,450368,1078100,11216,413508,23575.908,22576.082,0,11.998,9,18,0,7,0
02-05 20:38:01,1.999,32.487,69.973,0,0.500,734360,794096,11232,413504,35241.427,35260.419,0,19.992,9,16,0,6,0
02-05 20:38:11,1.499,0,98.944,0,0,438656,1127556,9812,380440,17705.945,15199.369,0,7.995,9,17,0,6,0
02-05 20:38:21,1.000,0,98.491,0,0,438920,1127304,9828,380412,36106.739,37500.613,0,47.996,9,17,0,6,0
02-05 20:38:31,1.500,0,98.520,0,0,443204,1122984,9860,380416,54114.717,52055.309,0,180.036,9,18,0,6,0
